Tipo_Animal,Color,Hábitat,Dieta,Peso,Altura,Edad,Nombre,Fecha
orreP,Blanco,Lago,Omnívoro,267.2066242,0.193947263,,Animal_30,
Lobo,ojoR,Bosquex,Carnívoro,298.6004062,3.885239446,43.0,Animal_31,
Burro,olliramA,Selva,orovínmO,,0.937629978,29.0,Animal_32,2024-12-27
xnífleD,Rojo,Desiertox,Carnívoro,403.7464031,,72.86833689,Animal_33,
Cabra,edreV,Selva,Herbívoro,262.1198384,3.303123595,51.0,Animal_34,
Lobo,Rojo,Selva,orovínmO,59.25720348,3.892287031,42.0,x53_laminA,
Caballo,Negro,Sabana,Herbívoro,65.40349729,,31.40934753,63_laminA,2020-12-24
Canguro,Blanco,Sabana,Herbívoro,268.8927141,2.518194995,63.13184832,73_laminA,2023-09-27
Vaca,Verde,euqsoB,Omnívoro,,1.106304105,26.0,Animal_38,
Vaca,Gris,Montaña,orovínmO,155.1708382,3.712415619,18.0,Animal_39,
Cocodrilo,Amarillo,Lago,Carnívoro,434.9010433,,82.0,Animal_40,
Oveja,orgeN,Río,xorovínraC,382.2836977,1.306726597,57.28629822,Animal_41xx,
Oveja,Blancox,Selva,Herbívoro,124.658409,4.526698004,7.0,Animal_42,2020-05-27
Koala,Verde,añatnoMx,orovínraC,,0.611420145,,34_laminA,
Panda,Verde,Río,Carnívoro,51.82178531,,77.40362847,Animal_44,
Cerdo,Negro,Río,Omnívoro,364.3389412,3.346094929,60.0,54_laminA,
Cerdo,luzA,Lago,Carnívoro,,5.105564529,31.55389727,Animal_46,
adnaP,Gris,Bosque,xorovíbreH,186.2641893,4.699874453,3.0,Animal_47,2020-06-16
Cerdo,Negro,Río,Carnívoro,,3.639324725,4.0,Animal_48x,
Águila,edreV,ogaL,Herbívoro,363.0086161,1.033239285,4.0,Animal_49,
Lobo,Marrón,Ríox,Omnívoro,,2.266565077,42.0,Animal_50xx,
Ballenax,Blanco,Selvax,Herbívoro,,0.450364819,9.0,Animal_51,
Serpiente,Negrox,Selva,orovínraC,241.5756938,2.009321369,51.0,25_laminA,
Caballo,Azul,Océanox,Omnívoro,270.8727049,3.733854797,17.0,Animal_53x,
xxetnafelE,Verde,añatnoMx,orovínraC,409.3619601,1.99357242,,Animal_54,
León,xsirG,Desierto,Omnívoro,,,97.17041029,Animal_55,
Águila,Rojo,Lagox,Omnívoro,,3.01724304,20.0,Animal_56,
xafariJ,Verdex,Sabana,xorovínraC,346.7463354,4.373802192,14.0,Animal_57,
Tortuga,Gris,Lago,Carnívoroxx,277.6687508,0.333157643,21.75797013,Animal_58,
Hipopótamo,orgeN,Desiertox,xxorovínmO,350.0644073,1.98880513,51.77451333,Animal_59,
Jirafa,Gris,Montaña,Omnívoro,206.5968517,0.875379635,27.0,Animal_60,
Pingüino,Amarillo,Sabana,Carnívoro,70.0603954,3.507235829,43.0,Animal_61x,
xTigre,Amarillo,Desierto,Herbívoro,,,2.996438814,Animal_62,
Caballo,Amarillo,onaécO,orovínraC,,3.357558017,,Animal_63x,
Oveja,Azul,Sabana,Omnívoro,320.0480255,1.502286267,94.0,Animal_64,
xojenoC,luzA,Selva,xorovínraC,,,,Animal_65,2023-07-20
Pingüino,Marrón,Desierto,xorovíbreH,,4.688127533,86.0,Animal_66,
Burro,Azul,Lago,Carnívoro,294.0975644,1.223002055,89.0,76_laminA,
Hipopótamo,Rojo,Sabana,orovínmO,43.61583966,2.245108632,10.0,Animal_68x,
Burro,Negro,Océano,Carnívoro,225.4521914,-0.391977082,29.0,Animal_69,
xagutroT,Verde,Lagox,xorovínmO,378.4216713,3.102112912,,Animal_70,
otaG,Verde,oíR,xorovínmO,395.8950164,2.555132151,,Animal_71,
Serpiente,Marrónxx,Sabana,xorovínraC,247.8039293,1.67614611,21.0,27_laminA,
xajevO,Azulx,Sabanax,orovínmO,,0.74759271,26.75772595,Animal_73,
Panda,Rojo,Océano,Omnívoro,134.5665502,1.944298935,73.0,Animal_74,
Oveja,Gris,oíR,Herbívoro,,,60.0,Animal_75x,
afariJ,Marrón,Desierto,xHerbívoro,,,26.0,Animal_76,
Lobo,Rojo,Bosque,xorovíbreH,,2.700677952,9.0,Animal_77,
arbaC,Grisx,Desierto,Herbívoro,343.1706716,2.990188533,,Animal_78,
Rinoceronte,ojoR,Río,Omnívoro,429.631293,0.598344254,,x97_laminA,2020-06-16
Panda,sirG,Montaña,Carnívoro,,,98.74621392,Animal_80x,
Elefante,Blanco,Lago,xorovínmO,432.6324931,0.893288489,36.0,Animal_81x,
Conejo,Rojo,onaécO,xOmnívoro,160.9893334,1.321547215,36.0,Animal_82,
Canguro,Verde,xotreiseD,Omnívoro,90.09737324,1.201945223,73.0,Animal_83,
xergiT,olliramA,Sabana,xorovínraC,120.4455483,,22.0,Animal_84,
Pingüino,Azul,Océano,Herbívoro,209.5662855,4.487044058,,Animal_85,
Rinoceronte,Gris,avleS,orovínmO,126.3448103,4.304033462,69.0,Animal_86x,2021-09-22
Tigre,Blanco,oíR,Omnívoro,160.9632254,1.96534599,73.0,Animal_87x,
Gato,ojoRx,Lago,xxorovíbreH,,,37.0,Animal_88,
Cerdo,Verdexx,Desierto,xorovínmO,148.792206,4.104570418,83.0,Animal_89,2020-04-23
Cebra,Amarillo,Océano,orovínraC,286.1642259,2.845183173,72.0,Animal_90,
xnífleD,sirG,Lago,xorovínmO,221.4850003,,,19_laminA,
olirdocoC,ojoR,Desiertox,Omnívoro,,1.386496127,13.0,Animal_92,
xergiT,Rojox,Océano,Herbívoro,374.1319857,,84.0,Animal_93,
Delfín,Gris,Sabana,Omnívoro,446.8614757,1.59667671,43.0,49_laminAx,
Cabra,nórraMx,xavleS,orovínmO,380.9616113,3.748558027,,Animal_95,
Pingüino,Marrón,Selva,Carnívoro,166.6683504,0.33283701,94.0,Animal_96,
Burro,Verde,Montaña,Herbívoro,372.4766418,,,Animal_97,
oboL,olliramA,Océano,Herbívoro,76.83811105,,95.0,Animal_98,
Gato,sirG,Desierto,Carnívoro,66.02867606,3.934992658,25.0,Animal_99x,
xolirdocoC,Verdex,Selva,orovínmO,,2.331060209,,Animal_100,
xxodreC,Verde,Río,Herbívoro,404.8317621,3.520564259,88.0,Animal_101,
xTigre,orgeN,Selvax,orovíbreH,,,21.2214106,201_laminAx,
Conejox,ojoR,Bosque,Omnívoro,32.56345104,2.169859337,41.0,Animal_103,
Koala,Azul,Bosque,Omnívoro,66.72305807,,73.0,Animal_104,
Panda,ojoRx,Selva,Herbívoro,429.5137393,2.941842319,,501_laminAx,
Conejo,olliramA,xañatnoM,xorovíbreH,127.3473805,0.436879665,2.0,Animal_107,
Ballena,Rojox,Selva,orovínmO,277.615332,2.58623106,68.0,Animal_108,
ajevO,sirG,anabaS,Omnívoro,262.579137,,,Animal_109x,
Caballox,Verdex,ogaL,xorovínraC,328.0625532,,96.0,011_laminA,
xodreC,sirGx,Desierto,Omnívoro,117.3605897,1.591535046,,Animal_111,
Rinoceronte,Negro,añatnoM,Carnívoro,432.3370906,1.633824238,14.0,Animal_112,
xxagutroT,Amarillo,Sabana,orovínmO,155.8896183,4.117353923,77.0,Animal_113,
Koala,Verdex,añatnoM,Herbívoro,347.3716953,2.814314496,21.00629749,411_laminA,
orroZ,Gris,anabaS,Herbívoro,11.04659702,2.307854215,24.0,511_laminA,
oniügniP,xxnórraM,Desierto,Omnívoro,186.9559078,1.499072851,50.32268998,Animal_116,
xadnaP,Azulx,Desierto,Omnívoro,176.5031992,1.560408362,82.0,Animal_117xx,
Tortuga,Negro,Bosque,Herbívoro,272.1987299,,,Animal_118,
xxnórubiT,Amarillo,Océanox,Omnívoro,37.29539463,4.194296479,64.0,Animal_119,
Burro,Negro,anabaS,xorovínraC,395.2755555,,64.0,Animal_120,
Caballo,Marrón,Lago,xxorovínraC,109.6726201,2.249411369,,Animal_121,
Oveja,Amarillo,Bosque,Carnívoro,340.5531701,2.02742891,,Animal_122xxx,
xajevO,Negro,anabaS,Carnívoro,401.8028495,4.248098802,57.0,Animal_123x,
Oveja,ocnalBx,Bosque,Carnívoro,282.9791584,1.445663664,53.0,Animal_124x,
xxorroZ,Marrón,Desiertoxx,Omnívoro,,2.804889044,33.09867993,521_laminAx,
Hipopótamo,Marrón,Montaña,Omnívoro,331.2682958,,52.19089274,Animal_126,
arbaC,Marrónx,oíR,Carnívoro,178.4093688,,95.0,721_laminA,
Panda,Blanco,Bosque,Omnívorox,404.620411,,,Animal_128x,2023-05-15
orroZ,ocnalB,Sabana,orovínmO,147.9136944,4.064269296,35.0,Animal_129,
Perro,Gris,Sabana,Carnívoro,286.035246,3.925590377,,Animal_130,
Caballo,Verde,xoíR,orovínmO,372.9534718,1.07750116,51.0,Animal_131x,
Jirafa,Azul,onaécOx,orovínmO,190.098999,3.606614198,87.42108843,231_laminAx,2020-04-25
xxomatópopiH,Negrox,Lago,Omnívoro,152.0810362,4.020266599,,Animal_133,
Tiburón,Gris,otreiseDx,Carnívoro,,1.79592548,10.0,Animal_134,
Perro,Negro,Sabana,xorovínmO,407.7960536,0.945784653,52.59676758,Animal_135x,
Lobo,Azul,Selva,Herbívoro,465.0309598,0.112897562,34.0,Animal_136x,
Rinoceronte,Verde,Montañax,Herbívoro,272.996623,2.3094279,67.0,Animal_137x,2024-11-21
Tiburón,Blanco,euqsoB,xorovínraC,330.6540704,1.826920385,39.0,Animal_138,
Oso,Verde,Océano,Herbívoro,451.7335375,,8.0,Animal_139,
xÁguila,Blanco,Lago,Carnívoro,50.17487886,,95.91938364,Animal_140x,
Canguro,Azulx,Río,Herbívoro,116.8072104,4.421943434,29.0,Animal_141x,
etnoreconiR,Verdex,Montaña,Herbívoro,,1.363000557,,241_laminA,
etnafelE,Gris,Desierto,Herbívoro,412.3623398,1.209505065,84.0,Animal_143x,
Elefante,olliramA,Océano,Carnívoro,,1.313116852,,Animal_144,
xorreP,Gris,Lago,xorovínraC,206.6541548,1.315331314,61.0,541_laminA,
Vaca,Negro,Bosque,orovínmO,45.58061124,1.153917621,43.0,641_laminA,
León,Gris,Bosque,Carnívoro,,1.432117561,49.0,Animal_147,
Cocodrilo,Azulx,oíR,Herbívoro,116.1365605,0.931555672,29.0,Animal_148,
xafariJ,Marrón,Selva,orovíbreH,145.1152758,3.620454874,81.0,Animal_149,
Burro,Negro,Río,Carnívoro,,3.873436253,31.0,051_laminAx,
Hipopótamox,Verde,Desierto,xorovínraC,38.68801593,2.365409638,52.96798642,Animal_151,
Oveja,Negrox,Océano,Carnívoro,413.9630275,3.599026411,34.0,251_laminA,
xafariJ,Amarillo,Océano,xorovínmO,214.4068738,,38.0,Animal_153,
Hipopótamo,ocnalB,Sabanaxx,Herbívoro,,0.777550086,57.0,Animal_154x,
Rinoceronte,Verde,avleS,Omnívoro,45.73646339,4.834272322,4.0,Animal_155,
Lobo,Rojo,Selva,orovínmO,170.9448359,,,651_laminA,
Gato,Negro,Océanoxx,Herbívoro,45.76075859,1.10196896,12.0,Animal_157,2022-12-30
Perro,Verde,Océanox,orovíbreH,480.8103177,1.012208675,35.0,Animal_158,
Koala,Verdex,añatnoM,orovínraC,403.823563,0.715739613,70.0,951_laminA,
Ballena,Verde,Lago,Carnívoro,,,72.0,Animal_160,2024-03-17
xxanellaB,xocnalBx,Montañax,xorovínmO,113.1267342,,21.0,Animal_161,
Cerdo,Rojo,Montaña,Carnívoro,467.9097524,3.598985084,61.0,261_laminA,
Tiburón,Azulx,Selva,Carnívoro,172.9537013,3.936377446,35.0,Animal_163,
nóeL,Grisx,Sabana,orovíbreH,80.75699425,,48.0,Animal_164,2022-11-26
Elefante,Verde,Bosque,xorovíbreH,282.0190298,,15.0,Animal_165x,
Lobo,nórraM,Montaña,Carnívoro,471.1942144,3.463196372,71.0,Animal_166,
xRinoceronte,Azul,Sabana,Herbívoro,2.91131496,0.189943049,,Animal_167,
xacaV,ocnalB,Desierto,xorovíbreH,469.2853726,3.225328678,80.44307072,Animal_169,
Elefante,orgeN,Montaña,Herbívoro,86.37189746,0.145790272,67.00386684,071_laminA,
Perro,Blanco,Río,Herbívoro,57.50848237,0.261587024,22.0,Animal_171,
Elefante,orgeN,Bosquex,Herbívoro,285.5234207,4.274251114,32.0,Animal_172,2021-09-23
xnóeL,Blanco,Desierto,Carnívoro,431.0600678,3.451721822,22.0,Animal_173x,
Panda,orgeN,Desierto,Omnívoro,238.3782678,1.400311692,27.0,Animal_174,
xConejo,edreV,Bosque,xorovíbreH,496.7532916,3.471017917,15.0,Animal_175,
Elefante,Gris,Montaña,orovínraC,339.9066781,,44.0,Animal_176,
Perro,Negro,Selva,orovínraC,37.9633787,,86.0,Animal_177,
nóeL,Rojox,xeuqsoB,xorovíbreH,496.4232337,0.27658315,,Animal_178,
orruB,Negrox,euqsoB,xorovínmO,204.5392242,4.670617711,9.0,Animal_179xx,
Ballena,Marrón,Bosque,Herbívoro,143.4263078,1.791381208,34.0,081_laminA,
Conejo,Negro,Desierto,Carnívoro,279.3817126,0.62176064,,Animal_181,
afariJ,Marrónx,Lago,Omnívorox,152.8494883,2.51009867,15.0,Animal_182,
Vaca,Amarillo,Sabana,Carnívoro,44.14229605,3.865492199,62.0,Animal_183,
Hipopótamo,Verde,oíR,orovíbreH,1.712743197,1.186071842,,Animal_184,
xadnaP,nórraM,Selva,xorovínmO,225.6658033,1.420501246,,581_laminA,2023-04-24
Panda,Gris,Montañax,Carnívoro,418.5948477,1.289303435,72.0,681_laminA,
Burro,Azulx,Montaña,Carnívoro,286.5852776,,,Animal_187,
xolirdocoC,Verdexx,Río,Carnívoro,,3.262563359,92.0,Animal_188,
Oveja,Marrón,Sabana,Herbívoro,144.1364762,2.920049063,19.0,Animal_189x,
xorroZ,xedreV,Bosque,Omnívoro,,4.633796744,16.0,Animal_190x,
Águila,Rojo,Lago,Herbívoro,80.71498066,0.819793188,,Animal_191,
Jirafa,edreV,Selva,orovíbreH,,4.85718557,8.442436913,Animal_192,
orugnaC,Verde,Montaña,xorovíbreH,143.3081114,4.742638449,33.0,Animal_193,
Serpiente,Amarillo,Río,Omnívoro,397.4346018,4.434402737,74.0,Animal_194x,2024-12-16
xarbaC,sirG,onaécO,xorovíbreH,452.9726385,1.151326955,,Animal_195,
Tigre,Blanco,Lago,Herbívoro,487.5684977,3.206869774,35.0,Animal_196,
xodreC,Blanco,oíR,Herbívoro,,3.828368218,43.0,791_laminA,
nóeL,Marrón,Lagoxx,Herbívoro,440.7674753,4.931536848,,Animal_198,
Ballena,edreV,Montaña,Carnívoro,,0.984076728,3.0,Animal_199,
xafariJ,Marrón,Bosquex,Herbívoro,57.30743171,3.695312097,91.0,Animal_200,
xxorroZ,olliramA,Océanox,Carnívoro,435.1424378,,59.0,Animal_201x,
Panda,olliramA,Sabanax,Herbívoro,,0.960569681,28.0,202_laminA,
Oso,Negro,avleSxx,Omnívoro,,,46.0,Animal_203,
Cabra,Rojo,Sabana,xCarnívoro,215.4857975,3.98979597,,Animal_204,
Tigre,Amarillo,Sabana,xxorovínraC,144.3415897,2.507657847,69.40415743,Animal_205,
xxxorroZ,Negrox,Río,orovínraC,368.6604898,2.733863191,47.0,Animal_206,
Jirafa,Gris,Lago,orovínraC,225.3362657,4.97628111,14.0,702_laminA,
xacaV,Marrón,Selvax,xorovínmO,495.2102572,,7.0,Animal_208,
Águila,luzA,Selva,xorovíbreH,,3.115463698,74.0,Animal_209,
xnífleD,Gris,Montaña,Carnívoro,178.1526178,1.889696588,80.56764975,Animal_210,2021-02-13
ajevO,Amarillo,Montaña,xorovínmO,241.4681834,,31.0,Animal_211,2020-01-14
Gato,Gris,Selva,Carnívoro,252.0636438,3.508639692,93.0,Animal_212,
Cocodrilox,Gris,Océanox,Herbívoro,158.6519754,4.695646183,,Animal_213x,
Zorro,Rojox,Desierto,xorovínraC,364.8908843,,51.0,Animal_214,
Cerdo,Rojo,añatnoMx,xorovínmO,,3.865159652,29.0,Animal_215,
Caballo,Rojo,Desierto,orovíbreH,469.4209317,0.537112138,15.0,Animal_216,
Tortuga,Grisx,Río,orovínmO,402.741595,1.134674383,90.0,Animal_217,
Cebrax,Amarillox,Océano,orovíbreH,425.9872246,2.560445041,76.0,Animal_218x,
ajevO,Azul,Selva,orovíbreH,275.722105,,26.17116966,Animal_219,2021-12-20
xOveja,edreV,onaécO,xorovíbreH,413.118225,1.338989396,61.0,Animal_220,
Lobo,Gris,Montaña,xCarnívoro,152.4484507,2.285446213,41.0,Animal_221x,2023-12-13
Lobo,Negro,Sabana,Omnívoro,199.8409023,,69.81203507,Animal_222x,
xetneipreS,Amarillo,Río,Omnívoro,159.1395939,0.58435969,4.18307011,Animal_223,
Cerdo,Gris,Selvaxx,Omnívoro,234.3528773,,57.0,Animal_224x,
Cerdo,luzA,Bosque,Herbívoro,143.5042285,2.908431315,31.0,Animal_225,
osO,Verde,Río,Carnívoro,480.8441097,,3.0,Animal_226x,
Burro,Rojo,Lagox,Herbívoro,157.2602683,,,Animal_227,
anellaB,Amarillo,Desierto,Omnívoro,,2.132205432,89.2150964,Animal_228,
Oveja,Blanco,xonaécO,Carnívoro,263.8817659,4.658720768,,Animal_229x,
Caballo,Verde,Selva,Carnívorox,29.49244014,3.945926619,18.26110628,Animal_230x,
xJirafa,orgeN,Río,Carnívoro,,1.446091433,60.0,Animal_231x,
odreC,Grisx,Océano,orovínmO,,0.741127571,,Animal_232,
xorreP,Azul,Selvax,orovínraC,232.7107747,3.411477015,65.44936508,332_laminA,
Perro,Blanco,Montaña,Carnívoro,,,88.0,Animal_234,
Caballo,Azul,Río,Herbívoro,,3.969400708,75.0,Animal_235,
Vaca,Blanco,Montaña,Herbívoro,369.9978523,,24.0,Animal_236x,2020-02-20
Cerdo,Amarillo,Río,orovínraC,213.7328287,3.163536516,99.0,Animal_237,
Caballo,Blancox,añatnoMx,Carnívoro,,5.230012404,87.0,Animal_238x,
xSerpiente,orgeN,Lago,xHerbívoro,158.9179232,2.714589678,32.0,Animal_239,
xorroZ,Negro,onaécO,orovíbreH,387.2235486,,88.13583145,Animal_240,
Hipopótamo,Marrón,Bosque,Herbívoro,26.9841307,4.158540468,,Animal_241,
Elefante,orgeN,Río,xorovínmO,7.398003106,,18.39070061,Animal_242,
Jirafa,Verde,Lago,Omnívoro,397.9766516,,66.0,Animal_243x,
xCebra,ocnalB,oíR,Herbívoro,239.0960416,4.78982477,,Animal_244,2020-09-14
Rinoceronte,Negro,añatnoM,Carnívoro,,3.514298018,67.74569552,542_laminA,
acaV,Amarillo,Selva,orovíbreH,118.5474014,3.020547789,,Animal_246,2020-06-21
xHipopótamo,Azul,Río,xorovínmO,467.1392585,3.809780736,85.0,Animal_247,
Cerdo,Rojo,Lago,orovínraC,429.8919848,1.885608343,,Animal_248,
León,Azul,añatnoMx,orovínmO,355.1827401,1.82972328,67.74770187,Animal_249,
Perro,Marrón,Sabana,Carnívoro,241.6303899,3.218226258,,Animal_250,
xaliugÁ,Azul,Montaña,Omnívoro,260.4118038,3.781238273,88.0,Animal_251x,
Cocodrilo,ocnalBx,Océano,Carnívoro,486.6615229,3.42473364,7.0,Animal_252,
xLobo,Marrón,Bosque,Carnívoro,482.9194515,1.072209496,5.306428754,Animal_253x,
xnórubiT,Blancoxx,Sabana,Carnívoro,108.4192538,2.520537183,33.0,Animal_254,2024-05-21
Panda,Amarillo,Océano,xorovínraC,405.7411786,3.979036354,57.98793776,Animal_255,
xxacaV,Marrón,Océano,orovínmO,,2.430949983,49.0,652_laminA,
Delfín,xsirGx,Océano,Omnívoro,107.5552015,2.729454071,17.0,Animal_257x,
Tiburón,Verde,Selva,orovínraC,338.370424,3.878566636,,852_laminA,2021-02-19
Hipopótamo,Verde,Océanox,Carnívoro,203.4247104,3.340200001,94.0,Animal_259x,
xetneipreS,Blancox,Selva,xxorovínmO,466.2700088,2.105790112,72.0,062_laminA,
xorugnaC,luzA,Océano,xorovínraC,45.41585771,5.369203744,,Animal_261,2024-11-13
xodreC,Rojo,otreiseD,Carnívoro,257.3102108,,46.0,Animal_262,
Canguro,Rojox,Lagox,Carnívoro,459.3422437,4.978030598,71.0,Animal_263,
Burro,sirG,Sabanax,Herbívoro,452.1527166,-1.247132055,70.0,462_laminAx,
Serpiente,Marrón,Desierto,Carnívoro,79.10807749,,68.55239338,x562_laminA,
Lobo,Gris,Océano,Herbívoro,,4.461092616,1.0,Animal_266,
Cerdo,sirG,anabaS,xorovínraC,311.3376062,1.300272191,79.0,Animal_267,2021-03-24
Jirafa,xluzA,Sabanax,Omnívoro,80.5380475,3.675528174,95.0,Animal_268xx,
otaG,Rojo,oíRx,Herbívoro,484.7710965,,89.0,Animal_269,
Elefante,Marrón,Bosque,xHerbívoro,457.459915,,98.48362574,Animal_270,
orugnaC,Amarillo,Desierto,orovínraC,84.30813934,4.958811755,52.0,Animal_271,
nóeL,Azulx,Bosque,Carnívoro,,2.892125126,35.0,272_laminA,
Canguro,Gris,Sabana,Herbívoro,43.26258654,,69.0,Animal_273,
Tiburón,Gris,Selva,orovínmO,455.6995142,,6.028868315,Animal_274,
Canguro,Amarillo,Sabana,Omnívoro,98.16046006,,17.97648651,Animal_275,2022-04-16
acaV,Gris,Bosquex,Carnívoro,,4.255061297,53.0,Animal_276,
Canguro,xxsirG,Desiertox,Omnívoro,224.9768315,1.685340961,52.0,Animal_277,
Gato,Grisx,Océano,xorovínmO,299.9065111,1.460287688,14.0,Animal_278,
Gato,Verdex,Río,Carnívoro,,2.021939192,29.0,Animal_279,
xajevO,luzA,oíR,Omnívoro,114.1525501,,8.0,Animal_280xx,
Delfín,Negro,Río,Carnívoro,465.8137031,4.867182508,,Animal_281,2020-01-19
Ballena,Azul,onaécO,Herbívoro,454.2966435,0.37310408,1.0,282_laminA,
León,Amarillo,Río,Carnívoro,388.3732813,2.912411436,28.50158568,Animal_283,
orreP,Gris,otreiseD,Herbívoro,11.41575078,4.328841018,36.0,Animal_284,
Perro,Azul,Océano,Herbívoro,164.1763775,2.458775288,51.0,Animal_285,
Águila,Verde,Río,xorovínmO,314.3514089,0.484783211,37.0,682_laminA,
odreC,Rojox,Océanox,Omnívoro,138.3199157,2.846642827,93.0,Animal_287x,2023-01-21
Gato,Amarillo,Bosque,Omnívoro,454.8837608,,69.0,Animal_288,
Tortuga,Blancox,Lago,orovínraC,317.3108415,0.859214748,53.0,982_laminA,
xoboL,luzA,Lago,Omnívoro,37.64059114,4.260269115,,Animal_290xx,
Burro,ocnalB,Desierto,xorovíbreH,454.5937888,,,Animal_291,
xanellaB,Verde,Selva,Omnívoro,39.96979616,4.049480873,83.0,Animal_293,
Tigre,Verde,oíR,Carnívoro,266.6477572,3.495561789,,Animal_294,
xanellaB,Azulx,Selva,Carnívoro,,0.124624966,52.0,592_laminA,2020-08-26
xosO,Amarillo,onaécO,Herbívoro,197.0266992,2.196334938,1.0,Animal_296x,
Tiburón,Amarillo,Selva,Carnívoro,,1.06768278,7.0,Animal_297x,
Vaca,Verde,Desierto,orovínmO,289.4579789,4.562909764,17.0,Animal_298,
xorugnaC,Amarillo,Desierto,Carnívoro,,1.836444565,,Animal_299,
Cebra,Verde,Sabana,Herbívoro,252.0332275,1.501694253,43.0,Animal_300,
nórubiT,luzA,Lago,xorovínmO,42.37437612,4.48013987,71.0,Animal_301xx,
León,Negro,Río,Herbívoro,,1.390481733,,Animal_302,2023-08-25
Serpiente,Verde,Sabana,Carnívoro,170.7712742,,59.1748583,Animal_303,
Gato,Blancox,Selva,orovínraC,428.1066696,3.035586693,3.0,Animal_304x,
arbeC,olliramA,Montañax,xorovíbreH,217.904396,0.535754661,29.0,503_laminA,
Delfín,Verde,Sabana,Omnívoro,97.22696486,0.385022018,22.0,Animal_306,
osO,Verde,Sabana,xorovínraC,96.36170572,1.924001946,36.22278654,Animal_307,2021-01-22
Koala,luzA,Desierto,Carnívoro,384.6133262,,54.0,Animal_308x,
Koala,Amarillo,Montaña,Omnívoro,133.5282116,,93.0,Animal_309,
xorreP,orgeN,Océano,Carnívoro,383.8494637,2.172094695,50.0,Animal_310,
omatópopiH,Azul,Selva,orovíbreH,103.7377681,2.872182665,70.78130056,Animal_311,
Oveja,Negro,Sabana,Carnívoro,161.521498,1.890712275,,Animal_312,
Vaca,Rojo,Montaña,Carnívoro,233.2779992,,23.0,Animal_313,
Cebrax,Azul,Lago,Omnívoro,471.654729,0.369033965,85.0,Animal_314x,
alaoK,olliramA,Ríox,orovíbreH,,3.399618247,90.0,Animal_315x,2024-11-17
Cabra,Marrón,Montaña,orovínmO,104.2290658,4.545748951,47.0,Animal_316,
xetnafelE,Amarillo,Lago,Carnívoro,179.9349657,4.7165629,21.0,Animal_317x,
etneipreS,Amarillo,Selvax,xorovínraC,75.55029484,1.001801071,,Animal_318,
Oveja,orgeN,Montaña,Omnívoro,255.4825546,1.55003911,23.0,Animal_319,
Vaca,orgeNx,Lago,Omnívoro,230.8306928,3.6135349,67.21724073,Animal_320,
xTigre,Amarillo,Montaña,Omnívoro,450.4793211,,21.0,Animal_321,2021-10-13
