Tipo_Animal,Color,Hábitat,Dieta,Peso,Altura,Edad,Nombre,Fecha
Delfín,Rojo,Desierto,Carnívoro,403.75,2.57,72,Animal_33,
Cabra,Verde,Selva,Herbívoro,262.12,3.3,51,Animal_34,2024-06-04
Lobo,Rojo,Selva,Omnívoro,59.26,3.89,42,,2023-05-15
Caballo,Negro,Sabana,Herbívoro,65.4,2.57,31,,
Canguro,Blanco,Sabana,Herbívoro,268.89,2.52,63,,
Vaca,Verde,Bosque,Omnívoro,247.13,1.11,26,Animal_38,2020-10-26
Vaca,Gris,Montaña,Omnívoro,155.17,3.71,18,Animal_39,2021-01-15
Cocodrilo,Amarillo,Lago,Carnívoro,434.9,2.57,82,Animal_40,2022-12-23
Oveja,Verde,Río,Carnívoro,382.28,1.31,57,Animal_41,2020-02-08
Oveja,Blanco,Selva,Herbívoro,124.66,4.53,7,Animal_42,
Koala,Verde,Montaña,Carnívoro,247.13,0.61,50,,2024-05-08
Panda,Verde,Río,Carnívoro,51.82,2.57,77,Animal_44,2024-02-10
Cerdo,Negro,Río,Omnívoro,364.34,3.35,60,,2024-07-08
Cerdo,Amarillo,Lago,Carnívoro,247.13,5.11,31,Animal_46,
Panda,Gris,Bosque,Herbívoro,186.26,4.7,3,Animal_47,
Cerdo,Negro,Río,Carnívoro,247.13,3.64,4,Animal_48,2023-07-01
Águila,Verde,Lago,Herbívoro,363.01,1.03,4,Animal_49,2022-11-17
Lobo,Marrón,Río,Omnívoro,247.13,2.27,42,Animal_50,2020-08-29
Ballena,Blanco,Selva,Herbívoro,247.13,0.45,9,Animal_51,2024-08-18
Serpiente,Negro,Selva,Carnívoro,241.58,2.01,51,,2022-12-12
Caballo,Azul,Océano,Omnívoro,270.87,3.73,17,Animal_53,2021-09-22
Elefante,Verde,Montaña,Carnívoro,409.36,1.99,50,Animal_54,2020-05-17
León,Gris,Desierto,Omnívoro,247.13,2.57,97,Animal_55,2020-07-11
Águila,Rojo,Lago,Omnívoro,247.13,3.02,20,Animal_56,2023-04-08
Jirafa,Verde,Sabana,Carnívoro,346.75,4.37,14,Animal_57,2021-06-20
Tortuga,Gris,Lago,Carnívoro,277.67,0.33,21,Animal_58,2024-01-03
Hipopótamo,Verde,Desierto,Omnívoro,350.06,1.99,51,Animal_59,2020-08-02
Jirafa,Gris,Montaña,Omnívoro,206.6,0.88,27,Animal_60,2023-10-11
Pingüino,Amarillo,Sabana,Carnívoro,70.06,3.51,43,Animal_61,2024-06-06
Tigre,Amarillo,Desierto,Herbívoro,247.13,2.57,2,Animal_62,2023-11-05
Caballo,Amarillo,Océano,Carnívoro,247.13,3.36,50,Animal_63,
Oveja,Azul,Sabana,Omnívoro,320.05,1.5,94,Animal_64,2023-08-08
Conejo,Amarillo,Selva,Carnívoro,247.13,2.57,50,Animal_65,
Pingüino,Marrón,Desierto,Herbívoro,247.13,4.69,86,Animal_66,2020-06-16
Burro,Azul,Lago,Carnívoro,294.1,1.22,89,,2020-08-08
Hipopótamo,Rojo,Sabana,Omnívoro,43.62,2.25,10,Animal_68,2023-01-03
Burro,Negro,Océano,Carnívoro,225.45,2.57,29,Animal_69,2022-02-07
Tortuga,Verde,Lago,Omnívoro,378.42,3.1,50,Animal_70,2024-01-25
Gato,Verde,Río,Omnívoro,395.9,2.56,50,Animal_71,2021-02-28
Serpiente,Marrón,Sabana,Carnívoro,247.8,1.68,21,,2023-11-09
Oveja,Azul,Sabana,Omnívoro,247.13,0.75,26,Animal_73,2024-12-17
Panda,Rojo,Océano,Omnívoro,134.57,1.94,73,Animal_74,2022-10-05
Oveja,Gris,Río,Herbívoro,247.13,2.57,60,Animal_75,2021-01-09
Jirafa,Marrón,Desierto,Herbívoro,247.13,2.57,26,Animal_76,2021-06-13
Lobo,Rojo,Bosque,Herbívoro,247.13,2.7,9,Animal_77,2024-11-26
Cabra,Gris,Desierto,Herbívoro,343.17,2.99,50,Animal_78,2023-10-15
Rinoceronte,Rojo,Río,Omnívoro,429.63,0.6,50,,
Panda,Gris,Montaña,Carnívoro,247.13,2.57,98,Animal_80,2023-07-29
Elefante,Blanco,Lago,Omnívoro,432.63,0.89,36,Animal_81,2024-05-31
Conejo,Rojo,Océano,Omnívoro,160.99,1.32,36,Animal_82,2022-03-18
Canguro,Verde,Desierto,Omnívoro,90.1,1.2,73,Animal_83,2024-02-24
Tigre,Amarillo,Sabana,Carnívoro,120.45,2.57,22,Animal_84,2022-09-05
Pingüino,Azul,Océano,Herbívoro,209.57,4.49,50,Animal_85,2021-08-29
Rinoceronte,Gris,Selva,Omnívoro,126.34,4.3,69,Animal_86,
Tigre,Blanco,Río,Omnívoro,160.96,1.97,73,Animal_87,2024-11-26
Gato,Rojo,Lago,Herbívoro,247.13,2.57,37,Animal_88,2023-06-14
Cerdo,Verde,Desierto,Omnívoro,148.79,4.1,83,Animal_89,
Cebra,Amarillo,Océano,Carnívoro,286.16,2.85,72,Animal_90,2023-05-30
Delfín,Gris,Lago,Omnívoro,221.49,2.57,50,,2021-08-24
Cocodrilo,Rojo,Desierto,Omnívoro,247.13,1.39,13,Animal_92,
Tigre,Rojo,Océano,Herbívoro,374.13,2.57,84,Animal_93,
Delfín,Gris,Sabana,Omnívoro,446.86,1.6,43,,2020-01-02
Cabra,Marrón,Selva,Omnívoro,380.96,3.75,50,Animal_95,2022-04-19
Pingüino,Marrón,Selva,Carnívoro,166.67,0.33,94,Animal_96,2023-12-04
Burro,Verde,Montaña,Herbívoro,372.48,2.57,50,Animal_97,2023-11-04
Lobo,Amarillo,Océano,Herbívoro,76.84,2.57,95,Animal_98,2023-12-11
Gato,Gris,Desierto,Carnívoro,66.03,3.93,25,Animal_99,2020-02-01
Cocodrilo,Verde,Selva,Omnívoro,247.13,2.33,50,Animal_100,
Cerdo,Verde,Río,Herbívoro,404.83,3.52,88,Animal_101,2021-01-08
Tigre,Verde,Selva,Herbívoro,247.13,2.57,21,,2020-04-07
Conejo,Rojo,Bosque,Omnívoro,32.56,2.17,41,Animal_103,2024-03-07
Koala,Azul,Bosque,Omnívoro,66.72,2.57,73,Animal_104,2022-06-21
Panda,Rojo,Selva,Herbívoro,429.51,2.94,50,,2020-06-05
Rinoceronte,Marrón,Océano,Omnívoro,247.13,2.57,50,,2024-06-03
Conejo,Amarillo,Montaña,Herbívoro,127.35,0.44,2,Animal_107,2023-02-23
Ballena,Rojo,Selva,Omnívoro,277.62,2.59,68,Animal_108,2021-08-21
Oveja,Gris,Sabana,Omnívoro,262.58,2.57,50,Animal_109,2020-07-15
Cabra,Verde,Lago,Carnívoro,328.06,2.57,96,,2020-01-18
Cerdo,Gris,Desierto,Omnívoro,117.36,1.59,50,Animal_111,2021-06-02
Rinoceronte,Negro,Montaña,Carnívoro,432.34,1.63,14,Animal_112,2022-10-13
Tortuga,Amarillo,Sabana,Omnívoro,155.89,4.12,77,Animal_113,2022-01-15
Koala,Verde,Montaña,Herbívoro,347.37,2.81,21,,2024-07-13
Zorro,Gris,Sabana,Herbívoro,11.05,2.31,24,,2020-06-16
Pingüino,Marrón,Desierto,Omnívoro,186.96,1.5,50,Animal_116,2020-06-24
Panda,Azul,Desierto,Omnívoro,176.5,1.56,82,Animal_117,
Tortuga,Negro,Bosque,Herbívoro,272.2,2.57,50,Animal_118,2021-01-16
Tiburón,Amarillo,Océano,Omnívoro,37.3,4.19,64,Animal_119,2020-02-05
Burro,Negro,Sabana,Carnívoro,395.28,2.57,64,Animal_120,2022-10-12
Caballo,Marrón,Lago,Carnívoro,109.67,2.25,50,Animal_121,2024-05-24
Oveja,Amarillo,Bosque,Carnívoro,340.55,2.03,50,Animal_122,2023-07-10
Oveja,Negro,Sabana,Carnívoro,401.8,4.25,57,Animal_123,2020-05-12
Oveja,Blanco,Bosque,Carnívoro,282.98,1.45,53,Animal_124,2023-08-31
Zorro,Marrón,Desierto,Omnívoro,247.13,2.8,33,,2024-11-13
Hipopótamo,Marrón,Montaña,Omnívoro,331.27,2.57,52,Animal_126,2020-04-23
Cabra,Marrón,Río,Carnívoro,178.41,2.57,95,,2020-05-01
Panda,Blanco,Bosque,Omnívoro,404.62,2.57,50,Animal_128,
Zorro,Blanco,Sabana,Omnívoro,147.91,4.06,35,Animal_129,2023-09-25
Perro,Gris,Sabana,Carnívoro,286.04,3.93,50,Animal_130,2022-06-12
Caballo,Verde,Río,Omnívoro,372.95,1.08,51,Animal_131,2024-10-12
Jirafa,Azul,Océano,Omnívoro,190.1,3.61,87,,
Hipopótamo,Negro,Lago,Omnívoro,152.08,4.02,50,Animal_133,2022-12-04
Tiburón,Gris,Desierto,Carnívoro,247.13,1.8,10,Animal_134,2021-04-09
Perro,Negro,Sabana,Omnívoro,407.8,0.95,52,Animal_135,2021-05-03
Lobo,Azul,Selva,Herbívoro,465.03,0.11,34,Animal_136,2024-12-12
Rinoceronte,Verde,Montaña,Herbívoro,273.0,2.31,67,Animal_137,
Tiburón,Blanco,Bosque,Carnívoro,330.65,1.83,39,Animal_138,2024-02-08
Oso,Verde,Océano,Herbívoro,451.73,2.57,8,Animal_139,2024-07-26
Águila,Blanco,Lago,Carnívoro,50.17,2.57,95,Animal_140,2020-03-12
Canguro,Azul,Río,Herbívoro,116.81,4.42,29,Animal_141,2020-01-02
Rinoceronte,Verde,Montaña,Herbívoro,247.13,1.36,50,,2024-09-15
Elefante,Gris,Desierto,Herbívoro,412.36,1.21,84,Animal_143,2020-10-28
Elefante,Amarillo,Océano,Carnívoro,247.13,1.31,50,Animal_144,2023-11-03
Perro,Gris,Lago,Carnívoro,206.65,1.32,61,,2020-04-19
Vaca,Negro,Bosque,Omnívoro,45.58,1.15,43,,2023-11-24
León,Gris,Bosque,Carnívoro,247.13,1.43,49,Animal_147,2023-08-06
Cocodrilo,Azul,Río,Herbívoro,116.14,0.93,29,Animal_148,2023-09-06
Jirafa,Marrón,Selva,Herbívoro,145.12,3.62,81,Animal_149,2024-12-14
Burro,Negro,Río,Carnívoro,247.13,3.87,31,,2021-02-25
Hipopótamo,Verde,Desierto,Carnívoro,38.69,2.37,52,Animal_151,2020-07-09
Oveja,Negro,Océano,Carnívoro,413.96,3.6,34,,2022-01-12
Jirafa,Amarillo,Océano,Omnívoro,214.41,2.57,38,Animal_153,2020-07-30
Hipopótamo,Blanco,Sabana,Herbívoro,247.13,0.78,57,Animal_154,2024-12-03
Rinoceronte,Verde,Selva,Omnívoro,45.74,4.83,4,Animal_155,2020-10-22
Lobo,Rojo,Selva,Omnívoro,170.94,2.57,50,,2023-02-04
Gato,Negro,Océano,Herbívoro,45.76,1.1,12,Animal_157,
Perro,Verde,Océano,Herbívoro,480.81,1.01,35,Animal_158,2020-04-21
Koala,Verde,Montaña,Carnívoro,403.82,0.72,70,,2020-06-11
Ballena,Verde,Lago,Carnívoro,247.13,2.57,72,Animal_160,
Ballena,Blanco,Montaña,Omnívoro,113.13,2.57,21,Animal_161,2022-07-08
Cerdo,Rojo,Montaña,Carnívoro,467.91,3.6,61,,2022-12-21
Tiburón,Azul,Selva,Carnívoro,172.95,3.94,35,Animal_163,2021-04-01
León,Gris,Sabana,Herbívoro,80.76,2.57,48,Animal_164,
Elefante,Verde,Bosque,Herbívoro,282.02,2.57,15,Animal_165,2021-01-17
Lobo,Marrón,Montaña,Carnívoro,471.19,3.46,71,Animal_166,2023-12-26
Rinoceronte,Azul,Sabana,Herbívoro,2.91,0.19,50,Animal_167,2023-02-08
Delfín,Amarillo,Río,Carnívoro,247.13,2.57,50,,2020-12-06
Vaca,Blanco,Desierto,Herbívoro,469.29,3.23,80,Animal_169,2021-09-01
Elefante,Verde,Montaña,Herbívoro,86.37,0.15,67,,2024-10-12
Perro,Blanco,Río,Herbívoro,57.51,0.26,22,Animal_171,2023-10-14
Elefante,Verde,Bosque,Herbívoro,285.52,4.27,32,Animal_172,
León,Blanco,Desierto,Carnívoro,431.06,3.45,22,Animal_173,2021-08-18
Panda,Verde,Desierto,Omnívoro,238.38,1.4,27,Animal_174,2020-04-11
Conejo,Verde,Bosque,Herbívoro,496.75,3.47,15,Animal_175,2023-05-29
Elefante,Gris,Montaña,Carnívoro,339.91,2.57,44,Animal_176,2021-11-18
Perro,Negro,Selva,Carnívoro,37.96,2.57,86,Animal_177,
León,Rojo,Bosque,Herbívoro,496.42,0.28,50,Animal_178,2021-03-22
Burro,Negro,Bosque,Omnívoro,204.54,4.67,9,Animal_179,2020-07-04
Ballena,Marrón,Bosque,Herbívoro,143.43,1.79,34,,2021-06-04
Conejo,Negro,Desierto,Carnívoro,279.38,0.62,50,Animal_181,2022-01-22
Jirafa,Marrón,Lago,Omnívoro,152.85,2.51,15,Animal_182,2023-05-08
Vaca,Amarillo,Sabana,Carnívoro,44.14,3.87,62,Animal_183,2024-08-16
Hipopótamo,Verde,Río,Herbívoro,1.71,1.19,50,Animal_184,2020-08-24
Panda,Marrón,Selva,Omnívoro,225.67,1.42,50,,
Panda,Gris,Montaña,Carnívoro,418.59,1.29,72,,2023-06-10
Burro,Azul,Montaña,Carnívoro,286.59,2.57,50,Animal_187,2024-03-05
Cocodrilo,Verde,Río,Carnívoro,247.13,3.26,92,Animal_188,2024-12-21
Oveja,Marrón,Sabana,Herbívoro,144.14,2.92,19,Animal_189,2021-09-17
Zorro,Verde,Bosque,Omnívoro,247.13,4.63,16,Animal_190,2024-06-17
Águila,Rojo,Lago,Herbívoro,80.71,0.82,50,Animal_191,2020-10-05
Jirafa,Verde,Selva,Herbívoro,247.13,4.86,8,Animal_192,2022-04-12
Canguro,Verde,Montaña,Herbívoro,143.31,4.74,33,Animal_193,2024-10-15
Serpiente,Amarillo,Río,Omnívoro,397.43,4.43,74,Animal_194,
Cabra,Gris,Océano,Herbívoro,452.97,1.15,50,Animal_195,2021-03-06
Tigre,Blanco,Lago,Herbívoro,487.57,3.21,35,Animal_196,2024-05-26
Cerdo,Blanco,Río,Herbívoro,247.13,3.83,43,,2021-08-18
León,Marrón,Lago,Herbívoro,440.77,4.93,50,Animal_198,
Ballena,Verde,Montaña,Carnívoro,247.13,0.98,3,Animal_199,2022-04-24
Jirafa,Marrón,Bosque,Herbívoro,57.31,3.7,91,Animal_200,2022-08-28
Zorro,Amarillo,Océano,Carnívoro,435.14,2.57,59,Animal_201,
Panda,Amarillo,Sabana,Herbívoro,247.13,0.96,28,,2021-06-14
Oso,Negro,Selva,Omnívoro,247.13,2.57,46,Animal_203,2023-04-25
Cabra,Rojo,Sabana,Carnívoro,215.49,3.99,50,Animal_204,2021-10-10
Tigre,Amarillo,Sabana,Carnívoro,144.34,2.51,69,Animal_205,2023-08-19
Zorro,Negro,Río,Carnívoro,368.66,2.73,47,Animal_206,2024-06-23
Jirafa,Gris,Lago,Carnívoro,225.34,4.98,14,,2020-05-18
Vaca,Marrón,Selva,Omnívoro,495.21,2.57,7,Animal_208,2021-06-16
Águila,Amarillo,Selva,Herbívoro,247.13,3.12,74,Animal_209,2023-08-03
Delfín,Gris,Montaña,Carnívoro,178.15,1.89,80,Animal_210,
Oveja,Amarillo,Montaña,Omnívoro,241.47,2.57,31,Animal_211,
Gato,Gris,Selva,Carnívoro,252.06,3.51,93,Animal_212,2022-03-10
Cocodrilo,Gris,Océano,Herbívoro,158.65,4.7,50,Animal_213,2024-01-20
Zorro,Rojo,Desierto,Carnívoro,364.89,2.57,51,Animal_214,
Cerdo,Rojo,Montaña,Omnívoro,247.13,3.87,29,Animal_215,2023-05-22
Caballo,Rojo,Desierto,Herbívoro,469.42,0.54,15,Animal_216,2023-01-21
Tortuga,Gris,Río,Omnívoro,402.74,1.13,90,Animal_217,2022-06-25
Cabra,Amarillo,Océano,Herbívoro,425.99,2.56,76,Animal_218,2020-09-07
Oveja,Azul,Selva,Herbívoro,275.72,2.57,26,Animal_219,
Oveja,Verde,Océano,Herbívoro,413.12,1.34,61,Animal_220,2021-01-10
Lobo,Gris,Montaña,Carnívoro,152.45,2.29,41,Animal_221,
Lobo,Negro,Sabana,Omnívoro,199.84,2.57,69,Animal_222,2023-04-15
Serpiente,Amarillo,Río,Omnívoro,159.14,0.58,4,Animal_223,2021-02-11
Cerdo,Gris,Selva,Omnívoro,234.35,2.57,57,Animal_224,2022-09-24
Cerdo,Amarillo,Bosque,Herbívoro,143.5,2.91,31,Animal_225,2023-02-03
Oso,Verde,Río,Carnívoro,480.84,2.57,3,Animal_226,2020-01-01
Burro,Rojo,Lago,Herbívoro,157.26,2.57,50,Animal_227,2024-07-01
Ballena,Amarillo,Desierto,Omnívoro,247.13,2.13,89,Animal_228,
Oveja,Blanco,Océano,Carnívoro,263.88,4.66,50,Animal_229,2020-08-24
Caballo,Verde,Selva,Carnívoro,29.49,3.95,18,Animal_230,2023-05-25
Jirafa,Verde,Río,Carnívoro,247.13,1.45,60,Animal_231,2023-08-11
Cabra,Gris,Océano,Omnívoro,247.13,0.74,50,Animal_232,2020-06-14
Perro,Azul,Selva,Carnívoro,232.71,3.41,65,,2024-04-25
Perro,Blanco,Montaña,Carnívoro,247.13,2.57,88,Animal_234,2022-01-14
Caballo,Azul,Río,Herbívoro,247.13,3.97,75,Animal_235,2024-12-18
Vaca,Blanco,Montaña,Herbívoro,370.0,2.57,24,Animal_236,
Cerdo,Amarillo,Río,Carnívoro,213.73,3.16,99,Animal_237,
Caballo,Blanco,Montaña,Carnívoro,247.13,5.23,87,Animal_238,2020-09-08
Serpiente,Verde,Lago,Herbívoro,158.92,2.71,32,Animal_239,2022-01-23
Zorro,Negro,Océano,Herbívoro,387.22,2.57,88,Animal_240,2023-12-19
Hipopótamo,Marrón,Bosque,Herbívoro,26.98,4.16,50,Animal_241,2024-06-02
Elefante,Verde,Río,Omnívoro,7.4,2.57,18,Animal_242,2024-01-05
Jirafa,Verde,Lago,Omnívoro,397.98,2.57,66,Animal_243,2022-09-26
arbeCx,Blanco,Río,Herbívoro,239.1,4.79,50,Animal_244,
Rinoceronte,Negro,Montaña,Carnívoro,247.13,3.51,67,,2021-07-03
Vaca,Amarillo,Selva,Herbívoro,118.55,3.02,50,Animal_246,
Hipopótamo,Azul,Río,Omnívoro,467.14,3.81,85,Animal_247,2023-03-27
Cerdo,Rojo,Lago,Carnívoro,429.89,1.89,50,Animal_248,2020-01-24
León,Azul,Montaña,Omnívoro,355.18,1.83,67,Animal_249,2024-03-17
Perro,Marrón,Sabana,Carnívoro,241.63,3.22,50,Animal_250,2024-10-20
Águila,Azul,Montaña,Omnívoro,260.41,3.78,88,Animal_251,2022-12-24
Cocodrilo,Blanco,Océano,Carnívoro,486.66,3.42,7,Animal_252,2021-10-29
Lobo,Marrón,Bosque,Carnívoro,482.92,1.07,5,Animal_253,2021-09-28
Tiburón,Blanco,Sabana,Carnívoro,108.42,2.52,33,Animal_254,
Panda,Amarillo,Océano,Carnívoro,405.74,3.98,57,Animal_255,2023-01-17
Vaca,Marrón,Océano,Omnívoro,247.13,2.43,49,,2021-01-27
Delfín,Gris,Océano,Omnívoro,107.56,2.73,17,Animal_257,2024-07-11
Tiburón,Verde,Selva,Carnívoro,338.37,3.88,50,,
Hipopótamo,Verde,Océano,Carnívoro,203.42,3.34,94,Animal_259,2022-03-30
Serpiente,Blanco,Selva,Omnívoro,466.27,2.11,72,,2021-05-14
Canguro,Amarillo,Océano,Carnívoro,45.42,5.37,50,Animal_261,
Cerdo,Rojo,Desierto,Carnívoro,257.31,2.57,46,Animal_262,2023-07-20
Canguro,Rojo,Lago,Carnívoro,459.34,4.98,71,Animal_263,2022-04-03
Burro,Gris,Sabana,Herbívoro,452.15,2.57,70,,2022-07-06
Serpiente,Marrón,Desierto,Carnívoro,79.11,2.57,68,,2023-10-08
Lobo,Gris,Océano,Herbívoro,247.13,4.46,1,Animal_266,2020-10-04
Cerdo,Gris,Sabana,Carnívoro,311.34,1.3,79,Animal_267,
Jirafa,Amarillo,Sabana,Omnívoro,80.54,3.68,95,Animal_268,2022-10-15
Gato,Rojo,Río,Herbívoro,484.77,2.57,89,Animal_269,2022-12-27
Elefante,Marrón,Bosque,Herbívoro,457.46,2.57,98,Animal_270,2021-11-22
Canguro,Amarillo,Desierto,Carnívoro,84.31,4.96,52,Animal_271,2021-01-13
León,Azul,Bosque,Carnívoro,247.13,2.89,35,,
Canguro,Gris,Sabana,Herbívoro,43.26,2.57,69,Animal_273,2020-09-01
Tiburón,Gris,Selva,Omnívoro,455.7,2.57,6,Animal_274,
Canguro,Amarillo,Sabana,Omnívoro,98.16,2.57,17,Animal_275,
Vaca,Gris,Bosque,Carnívoro,247.13,4.26,53,Animal_276,2023-02-26
Canguro,Gris,Desierto,Omnívoro,224.98,1.69,52,Animal_277,
Gato,Gris,Océano,Omnívoro,299.91,1.46,14,Animal_278,2021-11-01
Gato,Verde,Río,Carnívoro,247.13,2.02,29,Animal_279,2020-04-23
Oveja,Amarillo,Río,Omnívoro,114.15,2.57,8,Animal_280,2024-09-21
Delfín,Negro,Río,Carnívoro,465.81,4.87,50,Animal_281,
Ballena,Azul,Océano,Herbívoro,454.3,0.37,1,,2024-03-22
León,Amarillo,Río,Carnívoro,388.37,2.91,28,Animal_283,
Perro,Gris,Desierto,Herbívoro,11.42,4.33,36,Animal_284,2022-09-14
Perro,Azul,Océano,Herbívoro,164.18,2.46,51,Animal_285,2021-04-08
Águila,Verde,Río,Omnívoro,314.35,0.48,37,,2024-03-02
Cabra,Rojo,Océano,Omnívoro,138.32,2.85,93,Animal_287,
Gato,Amarillo,Bosque,Omnívoro,454.88,2.57,69,Animal_288,2020-02-07
Tortuga,Blanco,Lago,Carnívoro,317.31,0.86,53,,2023-01-03
Lobo,Amarillo,Lago,Omnívoro,37.64,4.26,50,Animal_290,2024-12-15
Burro,Blanco,Desierto,Herbívoro,454.59,2.57,50,Animal_291,2024-12-02
Cabra,Gris,Montaña,Omnívoro,247.13,2.57,50,Animal_292,2024-10-09
Ballena,Verde,Selva,Omnívoro,39.97,4.05,83,Animal_293,2020-04-04
Tigre,Verde,Río,Carnívoro,266.65,3.5,50,Animal_294,2020-04-15
Ballena,Azul,Selva,Carnívoro,247.13,0.12,52,,
Oso,Amarillo,Océano,Herbívoro,197.03,2.2,1,Animal_296,2023-05-04
Tiburón,Amarillo,Selva,Carnívoro,247.13,1.07,7,Animal_297,2021-08-02
Vaca,Verde,Desierto,Omnívoro,289.46,4.56,17,Animal_298,2021-04-21
Canguro,Amarillo,Desierto,Carnívoro,247.13,1.84,50,Animal_299,2022-05-31
Cebra,Verde,Sabana,Herbívoro,252.03,1.5,43,Animal_300,2022-07-24
Tiburón,Amarillo,Lago,Omnívoro,42.37,4.48,71,Animal_301,2020-12-14
León,Negro,Río,Herbívoro,247.13,1.39,50,Animal_302,
Serpiente,Verde,Sabana,Carnívoro,170.77,2.57,59,Animal_303,2021-07-20
Gato,Blanco,Selva,Carnívoro,428.11,3.04,3,Animal_304,
Cabra,Amarillo,Montaña,Herbívoro,217.9,0.54,29,,2021-05-30
Delfín,Verde,Sabana,Omnívoro,97.23,0.39,22,Animal_306,2024-06-02
Oso,Verde,Sabana,Carnívoro,96.36,1.92,36,Animal_307,
Koala,Amarillo,Desierto,Carnívoro,384.61,2.57,54,Animal_308,2023-11-01
Koala,Amarillo,Montaña,Omnívoro,133.53,2.57,93,Animal_309,2022-05-15
Perro,Verde,Océano,Carnívoro,383.85,2.17,50,Animal_310,2020-08-04
Hipopótamo,Azul,Selva,Herbívoro,103.74,2.87,70,Animal_311,2023-04-04
Oveja,Negro,Sabana,Carnívoro,161.52,1.89,50,Animal_312,2023-05-08
Vaca,Rojo,Montaña,Carnívoro,233.28,2.57,23,Animal_313,2024-09-06
Cabra,Azul,Lago,Omnívoro,471.65,0.37,85,Animal_314,2022-03-17
Koala,Amarillo,Río,Herbívoro,247.13,3.4,90,Animal_315,
Cabra,Marrón,Montaña,Omnívoro,104.23,4.55,47,Animal_316,2024-12-13
Elefante,Amarillo,Lago,Carnívoro,179.93,4.72,21,Animal_317,2023-10-04
Serpiente,Amarillo,Selva,Carnívoro,75.55,1.0,50,Animal_318,2024-03-20
Oveja,Verde,Montaña,Omnívoro,255.48,1.55,23,Animal_319,2020-05-01
Vaca,Verde,Lago,Omnívoro,230.83,3.61,67,Animal_320,2021-03-14
Tigre,Amarillo,Montaña,Omnívoro,450.48,2.57,21,Animal_321,
Águila,Amarillo,Montaña,Herbívoro,247.13,4.08,21,Animal_322,
Burro,Amarillo,Río,Carnívoro,192.4,3.62,1,Animal_323,2023-03-02
Elefante,Negro,Lago,Omnívoro,246.38,3.68,15,Animal_324,2023-09-08
Águila,Amarillo,Lago,Carnívoro,448.22,2.57,17,Animal_325,2024-09-28
Serpiente,Amarillo,Sabana,Herbívoro,247.13,2.41,50,Animal_326,2023-04-20
Jirafa,Rojo,Selva,Herbívoro,247.13,2.57,63,Animal_327,2024-12-08
Serpiente,Gris,Río,Herbívoro,247.13,2.57,14,Animal_328,2020-01-10
